
BUY, LONG, 9.258352098986506, 300.68;
BUY, LONG, 7.1249209977686405, 300.7;
BUY, LONG, 11.853146182373166, 300.7;
BUY, LONG, 13.435042344033718, 300.7;
BUY, LONG, 8.167747233062983, 300.7;
BUY, LONG, 7.740014227107167, 300.7;
BUY, LONG, 7.546254167333245, 300.7;
BUY, LONG, 10.09646270237863, 300.7;
BUY, LONG, 8.731491390615702, 300.7;
BUY, LONG, 7.42875693552196, 300.7;
BUY, LONG, 8.617811720818281, 300.7;
SELL, LONG, 100, 298.91;
